x,y,t
234.461565870153,386.527924331763,0
228.26935681374,415.845811271986,0
240.39411248368,424.718620068312,0
249.404776711721,365.855976035213,0
179.438221932176,416.283856837295,0
220.75706063462,398.44213974859,0
221.063409987671,356.585454636071,0
251.417026159581,384.913900390396,0
209.865392150018,409.025007633595,0
222.94333839372,407.235242766488,0
196.062346402708,388.550393763035,0
182.196095811169,392.674094547364,0
198.5390889944,351.875794701628,0
214.541108210878,440.450770844356,0
194.300989797138,379.157064042499,0
226.156323660464,328.611423293084,0
206.097962004983,377.541286278315,0
162.397825853329,384.543159135205,0
229.91661050071,352.741604224284,0
223.467411082469,394.6166433753,0
202.800574903933,403.281027583696,0
172.64110879184,306.229775242052,0
191.254380590244,332.436771735572,0
199.499233214267,316.972211631004,0
153.224128768868,363.840801528874,0
217.871892112371,360.385411116732,0
188.961506855938,381.957838205156,0
166.083449066928,407.498567138419,0
122.400027437307,365.742799946709,0
201.825615126278,345.094351331207,0
155.082005837437,347.735900638857,0
151.896979450429,342.054069098928,0
231.772598529436,378.772418224061,0
199.016458305538,409.648197892193,0
211.272275233966,359.58458924093,0
184.153752232158,371.165480145325,0
204.253243311225,382.216986141636,0
157.727282269308,390.34873316908,0
202.950679420983,371.983276620998,0
209.88151202594,336.704245141963,0
220.234723863967,397.948547942906,0
165.992991248353,372.59503770811,0
167.901465842059,334.323049086943,0
195.243556799087,351.27527382943,0
217.754578983219,368.77956349345,0
191.39450872182,367.042295006306,0
212.463615930242,444.06551686314,0
207.722701040736,427.863663187125,0
191.482226625198,413.927970987199,0
162.984807675307,430.483018822126,0
168.381483565626,376.909068470074,0
175.654394482491,384.102160950017,0
170.975545718893,430.510435971678,0
176.575014987155,418.739786961081,0
210.229196194716,433.675604926695,0
161.191225473326,368.890245117506,0
185.140874956673,422.386431651115,0
196.572512817384,428.251287357346,0
174.152526049856,386.530613500212,0
191.528207198009,420.594557580533,0
202.294556972397,438.570521246444,0
205.61912612295,397.069272763131,0
161.560911475648,459.227460660075,0
164.543228298648,401.819279037063,0
223.747692424999,405.987455874432,0
196.413876630141,377.177965888877,0
182.550696712692,386.031598114282,0
220.960506034178,428.655569967971,0
207.164860679381,423.501644841829,0
201.786905336773,371.21328060652,0
199.20108056282,415.048795808395,0
197.591770360963,376.152673215899,0
220.979143816858,426.765938061489,0
198.391312656426,433.413509100404,0
175.34470695416,397.921200172369,0
181.992789424609,372.345205502616,0
188.521032929272,378.00669597109,0
188.161059831035,376.426708780093,0
167.871514828474,326.101537491481,0
164.633382284084,383.505015617221,0
141.063365483979,388.836775376041,0
180.304598538031,346.96720533744,0
225.338409931603,371.451770200145,0
181.074595210121,375.8638754612,0
175.732067036817,389.508809956075,0
155.090675423865,390.690139840596,0
216.987141751367,362.825915843813,0
166.244428101896,374.4405924823,0
168.998500156719,389.103011038487,0
191.76461399269,407.42199979166,0
160.42079382994,399.915319561013,0
172.689327250535,385.618965892638,0
209.733087291487,387.817089690436,0
189.749227102652,359.651203165296,0
278.596182544674,383.888513178619,0
203.30236123126,382.683710253574,0
267.183796439445,376.274446719257,0
221.497828135924,377.815885866514,0
207.257913365031,387.87588243473,0
233.480758635473,349.3946080119,0
216.554274410714,341.879477065074,0
217.008452514156,387.038657254225,0
192.9655222569,403.18327506284,0
216.096184706958,370.185782058068,0
169.817184458023,350.501656686573,0
253.137734465391,362.366612341447,0
197.629433021319,359.793654931674,0
200.070759349481,396.347576668803,0
226.85326814431,353.223671560718,0
224.753034051009,357.20654359458,0
203.75008051847,373.042423070904,0
200.516701871989,370.132168266666,0
205.467229053133,425.1721508854,0
239.444896827677,388.61347185535,0
184.545856599591,353.842621392309,0
236.074649663424,402.165267968102,0
237.093192390075,370.830478088368,0
201.579598053399,385.291579529844,0
210.463454055521,383.687143367945,0
209.890036518922,409.183587830761,0
198.292298975292,401.549225924575,0
192.600039844334,406.898619543875,0
223.5534764608,377.302125245256,0
246.151179984213,422.596579900752,0
293.549076507434,414.084450939128,0
253.864896674466,400.971429418074,0
293.277021021724,442.021204299862,0
222.460641715583,380.730635849064,0
258.49542961408,454.349472749387,0
228.327085032413,425.107465805453,0
231.324910263068,388.992784738964,0
222.072032613644,304.557893711331,0
241.771610530818,366.290574543194,0
220.762001997085,347.571304173695,0
211.5689709692,418.368598303521,0
184.486055601897,381.179389433385,0
228.563565526343,418.522266822481,0
173.12790083352,439.298217666341,0
240.654496425267,417.475770780808,0
234.267606890575,446.39393594065,0
205.354101654937,381.210131378647,0
210.789674709767,381.44258038737,0
241.011050561804,398.737373736397,0
213.021131330893,385.915853230323,0
244.700937546098,410.16115815564,0
202.615188734945,385.075941233585,0
212.328748851103,379.697251304762,0
190.558177010299,382.352237133367,0
183.59916843747,439.528543761527,0
208.703582173642,376.186469185396,0
246.145218122652,352.648239011175,0
182.011715577849,397.903358753791,0
208.778277410742,387.106544750632,0
228.569330260243,430.448444835328,0
247.04430109634,390.77686858574,0
220.107041641529,377.020437812961,0
216.694378484686,357.934707808453,0
197.128651272802,363.271226255547,0
172.270719506556,355.867087478387,0
220.646920272799,397.326634924319,0
185.205830597963,339.965914260297,0
175.789692441601,361.34538561101,0
237.440607699968,382.031434523121,0
229.762864838144,388.858375979994,0
182.483118960376,360.780247504308,0
183.837035763567,346.710792337031,0
249.239546837195,413.333315778891,0
229.64111649453,408.755597189491,0
201.222611581559,325.352522619304,0
196.402993078032,388.341978286506,0
220.439478496428,372.299215731238,0
208.196901794949,400.703022500585,0
181.407534112416,372.987168943084,0
209.39623228413,395.268442431303,0
202.817847476734,314.022589275286,0
232.322313752021,391.960752133046,0
191.826236079073,402.082594662945,0
226.45908170261,408.358082617048,0
190.896579131713,375.717594707602,0
190.018143934173,351.552278497417,0
223.358612057719,399.136170665618,0
180.292566295006,404.930467535702,0
171.130567352313,416.440612327374,0
187.65084306823,367.535981935946,0
241.095932100236,340.351043223338,0
227.478144650588,417.805853141018,0
255.834764727916,355.005777151557,0
188.598614316644,374.204080729305,0
234.252766136693,375.936297169038,0
228.421650077745,347.452614460932,0
196.587277624946,372.943047338506,0
191.989924290607,361.780325060976,0
178.707935158125,361.415985981177,0
172.631060452533,374.791881409555,0
218.268508759047,367.832645274799,0
194.70987080028,394.758641015776,0
171.065912162132,438.657232878192,0
185.063020496498,364.705836909579,0
202.53865921385,428.368596911482,0
202.182632344698,406.405116845012,0
198.128028107587,354.769750916066,0
256.32330348181,416.688087852581,0
246.161815622853,429.955894488342,0
222.515145685091,370.889054794598,0
208.595842584803,420.307382950044,0
236.218703820641,385.37077589014,0
228.922867794056,318.416142802681,0
197.679371831676,355.256228052368,0
193.00236961712,355.389342193803,0
230.751798967431,366.302092425598,0
198.217285230382,381.617852011747,0
205.564582608373,369.757157801606,0
198.314564497258,386.992874045662,0
198.658757959651,361.674980408514,0
256.047813624029,388.456203406641,0
217.648049964796,404.118888988849,0
253.567227917461,375.544596567463,0
239.628850866478,385.58208446108,0
207.931534627109,425.014911082816,0
234.360328735271,389.342663569808,0
237.002357118814,400.756778997957,0
193.229280744889,445.413013372452,0
249.038388980934,385.669665297997,0
209.481225360935,409.568160440413,0
266.224414964307,381.349050347413,0
219.421838462525,390.944046305432,0
232.335803155374,418.848799223671,0
200.401957375645,434.550234966802,0
217.955178188808,455.243055225537,0
255.030212195752,384.987163082943,0
249.413726179601,374.544873027705,0
247.254159602623,394.34778421899,0
199.845373545755,369.064391320594,0
248.294254857914,328.401938603286,0
265.640895272957,363.569486959562,0
256.882026793716,408.023124467098,0
236.346327792403,378.597424359987,0
175.731015429974,354.747568437377,0
218.609781098684,334.325514061151,0
229.009365844507,379.989951704957,0
195.315975622166,370.62020208196,0
177.479706430461,365.570242395259,0
163.055163669317,368.504425185876,0
237.045389016175,376.299087327611,0
149.782406352761,389.376212135998,0
204.195798779679,369.245848485349,0
214.029351244043,360.119407997061,0
211.003887146604,356.325671732841,0
196.890897626059,404.839734517092,0
268.891710924477,369.724392685703,0
215.627148887017,333.982912470841,0
186.355035322262,314.813725912789,0
190.098531153402,372.647524694591,0
223.401971974691,343.214805185832,0
193.307225036128,307.581863647607,0
155.530463030806,344.047899762184,0
150.886549469934,381.470799257258,0
161.651558243635,340.215292279746,0
157.084259627728,422.936063841977,0
187.159387267206,346.097032801812,0
283.924728864168,380.787995457706,0
264.330410940318,316.191833767246,0
192.55313436846,387.210941727556,0
233.927894737335,370.654582643344,0
198.148967162665,357.102469639787,0
219.382449827361,377.201656031598,0
156.248219299468,368.504808999721,0
164.982133565026,292.167725609634,0
167.427485431375,330.090628818006,0
176.54010247245,356.819456961774,0
185.579836712501,378.959610822961,0
149.716804401639,313.222036225433,0
192.552876047711,322.578712059135,0
181.249203287968,335.00225725299,0
183.536871657633,403.697186040587,0
157.440125540757,352.091099887467,0
198.475671090655,362.456889476879,0
167.651562691743,315.68234128495,0
155.883899569935,310.761842667328,0
143.144236212607,313.959662866733,0
189.604527097141,347.431034664763,0
140.358081799051,335.809124491532,0
153.765269366645,386.988465578449,0
112.253167735203,356.692305099105,0
165.333202550036,344.05466415654,0
194.421545378868,329.858935350895,0
117.543101248932,346.172887147215,0
170.472669702224,335.016608834592,0
167.699658835951,356.173250059911,0
182.057618925371,351.025760824706,0
206.561789736694,356.563470220236,0
195.983187474124,337.668543771978,0
193.723715605894,341.385269303286,0
186.512780907087,365.156719075835,0
232.714776846665,367.592464931649,0
185.498629490866,318.564303117524,0
211.993431514972,385.793273882692,0
214.519501331048,275.140710460936,0
212.204474581074,366.800605710244,0
209.479731533457,329.476570213981,0
166.671664513481,360.608373523086,0
178.222956647122,287.208546109642,0
226.955863301628,337.092591837388,0
254.298518836301,329.577551475807,0
192.522940775201,297.665721821941,0
218.921720790616,308.150654779855,0
195.891571406722,339.593563361469,0
244.000036298779,330.268757440961,0
198.206278395215,342.71031891873,0
174.18555899672,380.388233582244,0
228.225788264018,379.216417428841,0
170.688248954896,326.046970002813,0
212.482227630892,304.904468581295,0
155.650054336256,316.699545068911,0
214.900185972756,299.58525954763,0
149.228066890519,328.901647967359,0
168.687134768581,365.313842756212,0
194.860944743789,385.061646799022,0
248.026475291893,376.467722998763,0
185.777106625011,387.610935457803,0
228.293811541123,327.839971878019,0
279.222547844197,335.010076357138,0
214.077348254576,370.654693290758,0
206.104174397352,324.502677950888,0
228.989081867622,304.090370546507,0
216.83286129234,333.073326248792,0
170.961105018273,340.022359484274,0
182.664709395173,308.267500912476,0
321.279302770622,360.379694500755,1
314.495391515309,405.71991930041,1
334.210607768572,383.753214349084,1
293.311708724151,410.476904645313,1
282.626289580836,375.32708574537,1
304.5090486887,379.578689185145,1
318.007772302835,404.211025192368,1
325.946686017325,448.189515978934,1
297.799010411892,394.596231112343,1
309.908313432714,400.012945144715,1
313.19819555741,350.484649158661,1
278.129732235154,371.778348479026,1
268.072804834504,365.626239235503,1
206.090641126182,417.000863122079,1
267.993488403461,349.033264062008,1
249.258063124392,361.598522782424,1
247.97776960867,297.623241715624,1
269.013239771344,349.242556240525,1
260.350569317109,335.807130414399,1
230.475235859496,304.253570896958,1
271.539038251998,325.9644163251,1
207.395284683556,271.997558372883,1
179.381517353163,259.235457588483,1
224.077002831804,279.765509563222,1
167.344936012428,278.739765580119,1
199.873645522099,356.035823954109,1
246.983038272044,361.544062159841,1
260.712270743761,360.436395790402,1
285.612292050681,373.90817891688,1
320.186761038145,337.761602999892,1
358.898786718253,341.912837172946,1
298.959830097266,358.864587272451,1
280.131678171901,326.427207646966,1
255.202171384116,356.362656177548,1
305.405514016884,352.048141734922,1
271.365386877569,342.93141618626,1
265.903213530413,390.475918410365,1
240.229992084981,360.510201800792,1
300.228633367025,375.715004183511,1
297.040396760708,374.910114376112,1
327.250291188906,392.236487724802,1
300.58004183029,324.902345330499,1
290.310907649066,333.287410695938,1
310.100125552139,392.531052143064,1
288.034780130653,327.296828518629,1
268.854541367198,322.261495701648,1
285.90166124333,307.410396131881,1
261.378259209485,327.134274763044,1
229.941131836193,361.099839464908,1
309.816422242022,365.631282116902,1
306.320872608089,345.399840644907,1
326.06698943898,304.981902325277,1
351.245917473504,253.130562261655,1
285.956326255954,316.29054918548,1
319.251421210752,309.287817486303,1
248.086623437807,326.651944442003,1
224.115871073379,364.605988196065,1
224.448789362806,295.856414181771,1
249.055440703915,316.674688823692,1
279.248521393502,398.514377172814,1
284.593072310782,349.34674344474,1
257.958145570062,351.933878003098,1
263.972332719649,337.461078574917,1
321.206829231138,343.569125288928,1
289.563817809137,306.982493626316,1
260.301684907521,292.023959271982,1
256.809036546725,328.250981667293,1
231.766039231655,325.338782507052,1
227.455267752449,354.317430000505,1
263.354944382169,375.074249874226,1
280.194284885442,399.417709348211,1
282.38739622015,362.936644415743,1
293.875367404058,298.273079438652,1
269.002241035356,371.594986009143,1
223.734449169968,363.568540546587,1
254.983735302319,377.63442094486,1
292.733722770406,329.51404843806,1
245.493578168613,372.2960430867,1
312.053321525607,367.861812781328,1
223.962103721907,344.562600116113,1
315.552488799007,344.235959151919,1
315.655961034381,357.056677994899,1
283.033358494467,369.54898602289,1
309.444020121607,314.907014595124,1
292.622258906738,312.553290123205,1
269.075839184132,305.005966457374,1
249.264056165442,323.678840407923,1
213.046162805582,339.830816981484,1
259.354363302014,334.875832433362,1
296.933347756828,351.953563332096,1
215.835794954605,357.446550055839,1
283.764889884286,345.536900092039,1
273.320130482907,340.338411351328,1
272.251548917702,339.563225405962,1
297.883222249297,318.892750872724,1
278.540445547827,299.664501977306,1
231.225097403642,299.069803573956,1
239.264250193132,341.037662488008,1
233.272160115515,345.582444649631,1
225.839119299163,346.118982496169,1
293.577299451856,300.131123765407,1
287.815835462233,359.66258085253,1
312.839948094268,360.086484141367,1
288.254039748099,293.170285747896,1
236.160119429005,317.543921211493,1
270.888423211236,312.942881316739,1
211.240803948481,298.888776795095,1
257.955316232625,354.729220875171,1
257.779922383317,329.560289472456,1
264.180085966686,358.765519198681,1
256.750280081599,379.401875133468,1
308.581874961184,319.378083454564,1
306.829692701589,313.76436686783,1
275.955172204341,321.800187583916,1
253.121751932455,340.903973944228,1
218.82348287567,354.908832301063,1
273.497207722526,373.810058103177,1
222.33336920444,385.333708555219,1
252.082656677689,391.495914122134,1
259.324142187196,357.339141497338,1
290.485460069615,369.532789324485,1
328.704211724907,400.048532677708,1
311.066959108549,332.94142645343,1
278.651197234267,347.47082978839,1
262.159438244223,305.673096176249,1
250.977454675694,344.717960471647,1
267.334003935967,424.803736427604,1
228.003529989518,400.663800750154,1
320.722269034195,392.378260327716,1
352.471709606162,352.044921674254,1
331.214318138466,337.647863055683,1
323.667865430263,344.704658359065,1
288.487385369434,354.633144266657,1
280.99009410523,342.376319758182,1
271.958741938433,392.333215868535,1
308.449132812416,374.294152416716,1
323.208743901387,391.633797837937,1
339.742153743557,416.435671826436,1
361.982810198315,323.942451124796,1
313.962003016937,351.194616371975,1
246.332828912262,335.320917574751,1
250.172577184971,322.215352300646,1
289.98611231734,393.219408335234,1
273.193919403292,371.051534598824,1
227.892251465193,326.166031185399,1
300.321314016114,318.579356226539,1
275.151251727717,334.508702043508,1
256.238757444439,332.877723503866,1
274.031893992688,328.94896098932,1
253.832036998565,329.462636788595,1
268.696683081375,348.631467925565,1
271.11079942193,274.172214962066,1
276.027912387765,274.754580530567,1
271.291079212246,317.20158660146,1
250.074662978563,296.821908949742,1
284.842146087173,286.070077923516,1
250.908948523222,293.86660963484,1
244.590231226599,323.128222666835,1
284.410350704485,311.170702510404,1
214.300812699513,332.918312251459,1
249.39084292103,330.280994407406,1
312.093636265733,301.998503309677,1
223.552261167904,306.950010618325,1
269.688284539018,266.018128772865,1
232.254042947583,304.542181320104,1
262.121182395186,283.93647845599,1
259.835298852624,300.759750156179,1
268.235470096549,292.045726542973,1
181.840718102514,332.274500618842,1
239.839391796039,304.29024437972,1
308.102017947943,314.280101920631,1
227.601488536575,272.256993680702,1
281.544136054052,309.05428838364,1
248.60118017595,323.796949256351,1
239.92942830294,268.053424725524,1
282.52697222024,360.057269464442,1
302.254779848696,347.394270969749,1
313.307763879831,326.368453061125,1
301.231210991991,386.816076898737,1
223.176557456011,391.52468949903,1
285.243359331922,417.191029784025,1
357.959237861958,425.412809103467,1
321.081729924924,388.647786820454,1
323.345839985326,326.396509947417,1
342.043713452929,345.741811663266,1
297.92224074827,326.365933876322,1
311.673710379829,327.232281224896,1
300.433530582163,334.754375199774,1
291.477424695424,339.32097347894,1
312.948732041179,300.497682020153,1
275.534884679483,373.609636607434,1
324.447505524524,384.081040010996,1
317.515483005687,328.123368840585,1
260.255308188536,376.840517765205,1
284.697146842132,284.887604240143,1
315.595851438088,339.244551852399,1
301.854197361286,258.08271312718,1
271.933963473643,341.967043581702,1
275.715905720077,377.509203089134,1
333.531087725927,360.702015143167,1
345.980413630864,277.309547317116,1
309.242996281844,332.273431215415,1
292.297182744982,311.846544047511,1
279.822581499078,308.009555324215,1
277.927526615539,323.512170549728,1
340.829788449868,356.706314359744,1
321.609285045177,322.53486438541,1
293.421850384305,282.304730759779,1
287.1352838888,333.205247037408,1
277.074484928951,301.653736061718,1
316.160805848271,342.911100324479,1
231.293907719696,304.597711852279,1
314.264472569607,332.048482212864,1
301.588264986381,312.315990455771,1
319.820863924508,333.773724800184,1
324.815139034438,354.74450780708,1
249.321210957472,352.35180119714,1
260.921797908737,376.793999523613,1
279.956816847608,347.524580871567,1
279.24556011027,309.759635418456,1
290.732288226676,286.262259412553,1
267.458299675242,325.57220991961,1
286.129358467514,302.647661576381,1
298.46816777516,317.404682439884,1
301.573296486952,379.604318583398,1
308.870116623481,338.316302759212,1
325.08747366601,377.306956798867,1
349.278990971355,317.210822751401,1
352.430306780644,367.219496307843,1
277.427932809222,350.074057740311,1
251.668259742768,334.608463266615,1
230.369257812514,276.63221202188,1
236.066212772888,334.938300593328,1
202.793577759071,366.89279648986,1
247.982603250307,352.61572805687,1
221.698631723077,301.633258220522,1
211.866951202274,323.039263003317,1
316.211563225986,361.737927015955,1
286.887864385469,335.216457017616,1
294.572410329367,344.316515422565,1
257.146651865442,314.85158964937,1
230.702694343233,316.020172291447,1
226.276033933461,300.736116413994,1
175.728345375099,318.174139444351,1
195.631779309664,345.925121830336,1
241.666853999729,343.721957819188,1
273.259765826396,364.653307210307,1
308.636390691699,325.436174547017,1
243.896459525189,310.806928456889,1
213.050757014909,274.660044087364,1
235.611922887727,251.365702662546,1
232.859500761469,280.194292028281,1
290.225130542341,291.904614483071,1
245.457571597256,367.933610931186,1
257.27939052507,326.033031898411,1
273.442462731743,337.434258888299,1
326.956204648213,296.275217849128,1
222.609513644844,333.152038899038,1
201.401962634515,328.382968530435,1
232.523938252285,260.977749156124,1
206.034199751685,302.481137995878,1
187.865224776153,300.725306451065,1
205.568793218518,293.45405843288,1
219.006205806986,368.801998844421,0
272.786666954278,417.216248868881,0
292.429270487483,403.061129170659,0
303.458782258592,405.820972811544,0
300.765319706636,389.158509033731,0
273.3821404084,407.390853318426,0
271.349620774066,373.406827352311,0
301.554598424852,418.354268152569,0
323.926862855476,445.965063990929,0
330.023271041815,394.988385993734,0
273.585217733561,414.227717777907,0
341.16997241662,391.397722120173,0
217.056715521942,244.351420970292,1
199.013842366303,253.067795134976,1
227.938359056144,261.450749885052,1
181.236108787577,282.396978215904,1
192.108611845329,329.57501392229,1
196.124911044163,247.248180923467,1
218.962728866905,304.517119116729,1
186.082860601785,323.439025096113,1
207.329160832048,253.615636207733,1
205.254082082296,298.827942943604,1
200.171931417944,303.118399000016,1
249.975024866037,270.873751994891,1
186.047117387284,281.162116538699,1
216.604890156306,259.089650438592,1
248.379116246049,248.746731520054,1
272.806831697066,269.158890012465,1
192.647823942431,326.064764066384,1
267.773908683653,283.308975050819,1
198.205146856981,262.461467631628,1
234.020781576507,258.898944414876,1
229.511881879633,312.426184827251,1
233.573922528336,259.074367482355,1
233.679435203998,276.423420194565,1
243.596088128278,319.638381769608,1
238.159566261729,282.572018020975,1
232.482646035481,289.983053469691,1
215.239929688649,254.744678586048,1
212.495851649858,290.6864987981,1
230.915189803532,321.200427835872,1
197.577468085898,262.606549114404,1
149.959126326084,293.342689287177,1
231.307859499225,312.59326211747,1
227.657399197109,255.690112804857,1
234.824791532272,258.188342803324,1
203.397017226542,262.488225123677,1
176.061912723097,265.363159704569,1
140.311137897171,280.811958631348,1
216.978447681719,296.648709545121,1
268.799720533316,272.166173867683,1
196.466702680521,288.155291681807,1
203.529919213787,290.346827599412,1
229.602395241934,233.401272622704,1
149.89354247836,240.397055197831,1
214.686188967947,311.454742082071,1
223.150353373691,360.633046548791,1
258.553169684305,245.215957571171,1
235.52241700049,247.712795086685,1
239.72993715132,271.096160330511,1
229.002983803158,280.295038733693,1
280.153367327529,266.954046522895,1
228.148982940044,248.095307147464,1
238.618371555668,242.280566583499,1
218.77712714784,302.492127368095,1
240.382120138503,288.138576320974,1
298.211027325465,302.465642360471,1
254.787793440188,273.750185216301,1
244.615664865144,252.265457779814,1
207.959840479254,199.199110432754,1
224.522782336227,278.023846746497,1
258.315836746743,241.13625589032,1
232.44464557074,292.419009605422,1
223.012346723636,318.937849677806,1
260.985593059758,302.09952662184,1
221.692782719833,289.130318553142,1
218.485169917156,271.634895735884,1
246.114054877744,266.707846395843,1
218.08165199782,295.938313518138,1
221.926591801258,316.919345259694,1
