-0.8750 0.3136  0
0.1048 -0.2408  1
0.1089 0.2832  1
-0.2059 0.2264  1
0.2573 0.1876  1
-0.7521 0.6987  0
0.2346 -0.0446  1
0.3575 -0.1768  1
-0.0677 0.1800  1
0.5922 0.7455  0
-1.0168 -0.0417  0
-0.2962 -0.1406  1
-0.1841 0.9298  0
0.9884 0.0109  0
0.6688 -0.6303  0
1.1956 0.1043  0
-0.7498 0.0699  0
0.9565 -0.3688  0
0.1019 -0.1335  1
0.5783 -0.9438  0
-0.7795 -0.4502  0
1.0091 0.0318  0
0.9586 -0.1805  0
0.5162 -0.6543  0
-0.0991 0.3043  1
-0.4508 -1.0852  0
0.3470 0.8846  0
-0.0678 -1.1164  0
-0.1642 0.2955  1
1.2258 -0.1569  0
-0.7739 0.6728  0
0.8875 0.6714  0
0.9984 -0.1143  0
0.4420 -1.0492  0
0.0190 -0.1909  1
-0.8093 0.4323  0
0.3816 0.9873  0
-0.2807 0.7926  0
-0.3053 0.1283  1
-0.1417 -0.2285  1
0.0837 0.0135  1
0.6881 0.5466  0
0.1715 -0.2836  1
0.7929 -0.2332  0
-0.1779 0.2620  1
0.8229 0.4141  0
0.0238 -0.0849  1
-0.7229 0.6171  0
-0.4546 0.1669  1
0.6860 0.7536  0
0.8862 -0.0930  0
-0.8974 -0.7196  0
-0.2293 -0.4206  1
-1.0827 0.1923  0
-0.8545 -0.0918  0
-0.2024 -0.4254  1
0.0548 -0.2786  1
-0.8866 -0.1953  0
-0.2221 -0.1042  1
0.0142 0.3570  1
0.1301 -0.3961  1
-0.2062 -0.2259  1
-0.0862 -0.0534  1
1.1499 -0.0828  0
0.0501 0.3610  1
0.3074 0.1926  1
0.1785 -0.2053  1
0.3425 0.3469  1
0.0490 0.8815  0
-0.5230 -0.9198  0
0.5526 -0.8758  0
0.2566 -0.2090  1
0.7876 0.9393  0
-0.3525 0.1985  1
0.5527 -0.0039  1
-0.9980 -0.2926  0
0.5192 -0.9152  0
0.1322 1.0138  0
0.9210 -0.1789  0
-0.3847 0.1835  1
0.1565 0.3618  1
0.2557 -0.0495  1
-0.9297 0.3446  0
0.2629 -0.0421  1
-0.1311 -0.2383  1
0.0467 0.4574  1
0.1462 -0.1895  1
1.1843 -0.1346  0
0.2713 0.0496  1
-0.2125 0.2461  1
-1.0767 0.0115  0
-0.2890 0.1089  1
0.2028 0.3104  1
-0.1371 -0.2009  1
-0.3606 0.0095  1
-0.5668 0.6225  0
-0.4915 -0.8830  0
0.3301 -0.1622  1
-0.0756 0.0886  1
-0.7732 -0.5630  0
0.1054 0.3599  1
-0.6092 -1.0924  0
0.9413 -0.1788  0
0.7600 -0.7161  0
-0.9095 -0.7462  0
-0.3024 -0.1565  1
-0.6064 0.5459  0
-0.5493 -0.7429  0
-0.3410 0.8504  0
-0.3200 -1.1375  0
0.4189 -0.7458  0
0.0718 -0.1456  1
0.1066 -0.2426  1
0.3346 -0.0172  1
1.0153 -0.2100  0
-0.2511 -1.2050  0
-0.1445 0.2216  1
0.8165 -0.7042  0
0.6223 -0.7770  0
1.0930 0.0022  0
-0.0712 -0.4830  1
0.3459 0.0737  1
-0.4622 0.9224  0
0.0501 -0.1880  1
0.2871 -0.0348  1
0.2105 0.0446  1
-0.7466 -0.4344  0
0.8881 0.1797  0
0.8229 0.4257  0
0.3165 0.2961  1
